Mon Mar 20 16:43:06 2023    profile_results_base.prof

         45452990 function calls (44306479 primitive calls) in 47.028 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     5508    0.025    0.000    0.172    0.000 algorithms.py:1727(safe_sort)
     1377    0.009    0.000    0.169    0.000 series.py:5492(_cmp_method)
    18360    0.121    0.000    0.169    0.000 numerictypes.py:575(_can_coerce_all)
     5967    0.006    0.000    0.168    0.000 common.py:1084(is_datetimelike_v_numeric)
     8759    0.008    0.000    0.166    0.000 generic.py:5562(f)
      918    0.001    0.000    0.166    0.000 accessor.py:108(wrapper)
      918    0.002    0.000    0.166    0.000 dataset_ops.py:1400(repeat)
    15623    0.007    0.000    0.166    0.000 nest.py:692(pack_sequence_as)
     8262    0.011    0.000    0.165    0.000 expr.py:544(visit_Name)
    16082    0.033    0.000    0.165    0.000 nest.py:652(_pack_sequence_as)
      918    0.003    0.000    0.165    0.000 accessor.py:786(split)
    24397    0.023    0.000    0.165    0.000 {method 'join' of 'str' objects}
    55742    0.045    0.000    0.165    0.000 base.py:5695(_maybe_cast_indexer)
    36275    0.070    0.000    0.164    0.000 common.py:224(asarray_tuplesafe)
      918    0.007    0.000    0.164    0.000 dataset_ops.py:4911(__init__)
     2754    0.002    0.000    0.163    0.000 multi.py:1209(view)
    20224    0.014    0.000    0.163    0.000 common.py:532(is_string_dtype)
    14705    0.118    0.000    0.161    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_OperationGetAttrValueProto}
    13800    0.046    0.000    0.161    0.000 ops.py:5860(get_controller)
   182595    0.059    0.000    0.160    0.000 ops.py:2580(type)
     4131    0.020    0.000    0.158    0.000 expr.py:422(_rewrite_membership_op)
      459    0.001    0.000    0.158    0.000 generic.py:806(droplevel)
    65244    0.055    0.000    0.157    0.000 common.py:1230(is_float_dtype)
     6441    0.016    0.000    0.156    0.000 missing.py:221(_isna_array)
     2756    0.007    0.000    0.156    0.000 func_graph.py:71(convert_structure_to_signature)
    66176    0.046    0.000    0.155    0.000 common.py:160(is_object_dtype)
243886/231033    0.136    0.000    0.155    0.000 {built-in method numpy.asarray}
      919    0.003    0.000    0.155    0.000 concat.py:564(_get_concat_axis)
    38566    0.060    0.000    0.153    0.000 config.py:96(_get_single_key)
     1379    0.022    0.000    0.151    0.000 func_graph.py:201(__init__)
      459    0.008    0.000    0.150    0.000 {method 'get_result' of 'pandas._libs.reduction.SeriesGrouper' objects}
     5508    0.002    0.000    0.150    0.000 base.py:5704(_maybe_cast_listlike_indexer)
     8759    0.007    0.000    0.150    0.000 managers.py:606(consolidate)
      918    0.014    0.000    0.150    0.000 concat.py:626(_make_concat_multiindex)
     6900    0.008    0.000    0.149    0.000 tf_contextlib.py:21(contextmanager)
    50566    0.045    0.000    0.149    0.000 base.py:707(_view)
    20224    0.011    0.000    0.149    0.000 common.py:1519(_is_dtype)
      460    0.003    0.000    0.148    0.000 gen_control_flow_ops.py:464(no_op)
    56504    0.067    0.000    0.148    0.000 common.py:190(is_sparse)
     1854    0.021    0.000    0.147    0.000 generic.py:3634(xs)
     9180    0.016    0.000    0.147    0.000 frame.py:4489(_sanitize_column)
     1836    0.006    0.000    0.143    0.000 base.py:3787(reindex)
     7823    0.061    0.000    0.143    0.000 indexers.py:249(maybe_convert_indices)
    10098    0.006    0.000    0.141    0.000 <__array_function__ internals>:2(moveaxis)
      459    0.004    0.000    0.141    0.000 multi.py:730(dtypes)
      459    0.001    0.000    0.140    0.000 dataset_ops.py:1296(prefetch)
     4131    0.003    0.000    0.140    0.000 ast.py:145(fix_missing_locations)
      459    0.005    0.000    0.139    0.000 dataset_ops.py:5663(__init__)
     5522    0.029    0.000    0.138    0.000 ops.py:3407(graph_def_versions)
      459    0.002    0.000    0.138    0.000 frame.py:3483(_getitem_bool_array)
    22040    0.042    0.000    0.138    0.000 numeric.py:289(full)
33048/4131    0.062    0.000    0.137    0.000 ast.py:153(_fix)
      459    0.001    0.000    0.136    0.000 frame.py:4916(rename)
      459    0.004    0.000    0.135    0.000 generic.py:990(rename)
     4131    0.005    0.000    0.134    0.000 scope.py:20(ensure_scope)
     2295    0.004    0.000    0.133    0.000 accessor.py:177(__get__)
    82809    0.079    0.000    0.133    0.000 series.py:528(_set_axis)
    11966    0.016    0.000    0.132    0.000 blocks.py:232(fill_value)
    28476    0.022    0.000    0.131    0.000 {built-in method builtins.sorted}
     1836    0.002    0.000    0.129    0.000 managers.py:417(astype)
     2295    0.015    0.000    0.129    0.000 accessor.py:165(__init__)
     4131    0.056    0.000    0.129    0.000 scope.py:114(__init__)
     6904    0.012    0.000    0.128    0.000 ops.py:6786(__enter__)
    10098    0.045    0.000    0.128    0.000 numeric.py:1398(moveaxis)
    11496    0.020    0.000    0.127    0.000 tf_stack.py:169(extract_stack_for_op)
     1379    0.005    0.000    0.127    0.000 function.py:3213(decorated)
      459    0.001    0.000    0.126    0.000 dataset_ops.py:1218(zip)
     6426    0.011    0.000    0.126    0.000 scope.py:289(add_tmp)
    10116    0.020    0.000    0.126    0.000 algorithms.py:1427(take)
      459    0.004    0.000    0.125    0.000 dataset_ops.py:4836(__init__)
   150339    0.036    0.000    0.125    0.000 base.py:43(<genexpr>)
    53793    0.079    0.000    0.125    0.000 compat.py:61(as_bytes)
 1377/918    0.002    0.000    0.125    0.000 generic.py:754(_set_axis_nocheck)
    41310    0.020    0.000    0.124    0.000 series.py:632(values)
    28008    0.022    0.000    0.124    0.000 <__array_function__ internals>:2(concatenate)
    11487    0.010    0.000    0.123    0.000 typing_extensions.py:413(_is_callable_members_only)
    94255    0.026    0.000    0.123    0.000 compat.py:115(as_str)
     1377    0.002    0.000    0.122    0.000 base.py:28(_str_getitem)
      459    0.002    0.000    0.121    0.000 data_adapter.py:1112(_process_tensorlike)
     8262    0.022    0.000    0.121    0.000 multi.py:761(_set_levels)
    15606    0.025    0.000    0.121    0.000 algorithms.py:183(_reconstruct_data)
    12886    0.016    0.000    0.121    0.000 missing.py:552(na_value_for_dtype)
  918/459    0.001    0.000    0.121    0.000 frame.py:4710(set_axis)
  918/459    0.001    0.000    0.120    0.000 generic.py:724(set_axis)
      459    0.001    0.000    0.120    0.000 dataset_ops.py:1180(range)
      459    0.003    0.000    0.120    0.000 indexing.py:1267(_get_listlike_indexer)
709034/709025    0.099    0.000    0.120    0.000 {built-in method builtins.issubclass}
      459    0.005    0.000    0.119    0.000 dataset_ops.py:4930(__init__)
    59703    0.034    0.000    0.119    0.000 _dtype.py:307(_name_includes_bit_suffix)
    12858    0.009    0.000    0.118    0.000 base.py:2382(inferred_type)
     2300    0.004    0.000    0.118    0.000 resource_variable_ops.py:677(_read_variable_op)
     4591    0.027    0.000    0.118    0.000 indexers.py:439(check_array_indexer)
    40851    0.066    0.000    0.117    0.000 ops.py:146(type)
    36310    0.063    0.000    0.116    0.000 take.py:517(_take_preprocess_indexer_and_fill_value)
   127270    0.116    0.000    0.116    0.000 {built-in method numpy.empty}
     8262    0.017    0.000    0.116    0.000 options.py:642(_set_mutable)
    14698    0.065    0.000    0.116    0.000 cast.py:1483(maybe_infer_to_datetimelike)
    18399    0.116    0.000    0.116    0.000 {method 'ParseFromString' of 'google.protobuf.pyext._message.CMessage' objects}
      461    0.002    0.000    0.114    0.000 series.py:451(_init_dict)
      459    0.002    0.000    0.114    0.000 series.py:4247(apply)
   239862    0.083    0.000    0.114    0.000 inference.py:321(is_hashable)
     1836    0.005    0.000    0.113    0.000 blocks.py:571(astype)
    11035    0.007    0.000    0.113    0.000 ops.py:448(_create_with_tf_output)
   201816    0.106    0.000    0.112    0.000 {built-in method _abc._abc_instancecheck}
      461    0.005    0.000    0.112    0.000 construction.py:800(create_series_with_explicit_dtype)
     6426    0.009    0.000    0.112    0.000 scope.py:49(_raw_hex_id)
360720/315708    0.071    0.000    0.111    0.000 {built-in method builtins.hash}
     5049    0.011    0.000    0.111    0.000 dataset_ops.py:672(_common_args)
   158543    0.081    0.000    0.111    0.000 common.py:1543(get_dtype)
     4131    0.010    0.000    0.111    0.000 ops.py:378(__init__)
     1379    0.011    0.000    0.111    0.000 function.py:2424(__init__)
    92761    0.054    0.000    0.111    0.000 common.py:1744(pandas_dtype)
   194091    0.111    0.000    0.111    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_OperationOpType}
      459    0.001    0.000    0.110    0.000 apply.py:1029(apply)
     1836    0.004    0.000    0.110    0.000 ops.py:729(shape)
      459    0.001    0.000    0.110    0.000 merge.py:2287(_items_overlap_with_suffix)
    20224    0.009    0.000    0.110    0.000 common.py:561(condition)
    40456    0.055    0.000    0.110    0.000 common.py:574(is_dtype_equal)
     1379    0.010    0.000    0.110    0.000 function.py:423(_get_definition)
     6907    0.017    0.000    0.109    0.000 common.py:100(is_bool_indexer)
    28472    0.011    0.000    0.109    0.000 managers.py:1969(<lambda>)
     8262    0.017    0.000    0.108    0.000 multi.py:954(_set_codes)
    53717    0.056    0.000    0.108    0.000 blocks.py:1946(check_ndim)
    34884    0.041    0.000    0.108    0.000 options.py:38(__eq__)
    40396    0.027    0.000    0.108    0.000 common.py:526(require_length_match)
      459    0.012    0.000    0.107    0.000 base.py:3046(intersection)
    46874    0.025    0.000    0.107    0.000 nest.py:356(flatten)
      459    0.005    0.000    0.107    0.000 apply.py:1079(apply_standard)
    14250    0.015    0.000    0.107    0.000 op_def_library.py:53(_SatisfiesTypeConstraint)
 5517/919    0.010    0.000    0.106    0.000 training.py:338(__setattr__)
    11475    0.009    0.000    0.106    0.000 <__array_function__ internals>:2(array_equal)
     5508    0.002    0.000    0.106    0.000 ops.py:731(<genexpr>)
    11035    0.022    0.000    0.105    0.000 ops.py:407(__init__)
    53717    0.024    0.000    0.105    0.000 blocks.py:1988(extract_pandas_array)
    86857    0.050    0.000    0.105    0.000 common.py:1420(is_extension_array_dtype)
    11496    0.105    0.000    0.105    0.000 {built-in method tensorflow.python.util._tf_stack.extract_stack_for_op}
     3672    0.002    0.000    0.104    0.000 grouper.py:593(ngroups)
   233562    0.053    0.000    0.104    0.000 common.py:1737(<genexpr>)
     1379    0.038    0.000    0.104    0.000 ops.py:3102(__init__)
    41310    0.045    0.000    0.104    0.000 managers.py:1670(external_values)
     5967    0.012    0.000    0.103    0.000 base.py:5434(_should_compare)
      459    0.002    0.000    0.102    0.000 groupby.py:1869(min)
    14688    0.033    0.000    0.101    0.000 ops.py:124(update)
     6900    0.027    0.000    0.101    0.000 ops.py:4213(as_default)
    40579    0.053    0.000    0.101    0.000 base.py:4587(__getitem__)
     5534    0.008    0.000    0.101    0.000 common.py:564(is_excluded_dtype)
      920    0.001    0.000    0.100    0.000 base.py:763(_cleanup)
    22032    0.012    0.000    0.100    0.000 algorithms.py:227(_ensure_arraylike)
     1836    0.004    0.000    0.099    0.000 grouper.py:631(group_index)
    13318    0.025    0.000    0.098    0.000 blocks.py:165(_consolidate_key)
   213182    0.077    0.000    0.097    0.000 base.py:794(__len__)
      459    0.001    0.000    0.097    0.000 groupby.py:1876(max)
    94255    0.054    0.000    0.097    0.000 compat.py:89(as_text)
 5517/919    0.012    0.000    0.096    0.000 base_layer.py:3067(__setattr__)
   125057    0.086    0.000    0.096    0.000 construction.py:431(ensure_wrapped_if_datetimelike)
      918    0.002    0.000    0.095    0.000 managers.py:339(where)
      459    0.001    0.000    0.095    0.000 groupby.py:1318(<lambda>)
    56983    0.078    0.000    0.095    0.000 dtypes.py:215(__eq__)
      459    0.004    0.000    0.095    0.000 1559869563.py:23(mode)
     1377    0.003    0.000    0.094    0.000 data_adapter.py:1129(_convert_single_tensor)
     6900    0.010    0.000    0.093    0.000 contextlib.py:210(contextmanager)
   151686    0.055    0.000    0.093    0.000 types.py:164(__get__)
    11037    0.043    0.000    0.093    0.000 ops.py:2516(inputs)
     2754    0.007    0.000    0.092    0.000 structure.py:314(_to_tensor_list_helper)
3672/1836    0.002    0.000    0.091    0.000 base.py:1940(is_monotonic)
      918    0.003    0.000    0.091    0.000 sorting.py:263(indexer_from_factorized)
    16524    0.015    0.000    0.091    0.000 ops.py:165(is_datetime)
     2690    0.001    0.000    0.091    0.000 c_api_util.py:70(__del__)
     7362    0.021    0.000    0.091    0.000 base.py:950(take)
     5528    0.010    0.000    0.091    0.000 generic.py:764(_set_axis)
     3672    0.004    0.000    0.091    0.000 base.py:2444(hasnans)
     3672    0.020    0.000    0.090    0.000 dtypes.py:547(update_dtype)
    43605    0.033    0.000    0.090    0.000 multi.py:744(__len__)
    13814    0.034    0.000    0.090    0.000 ops.py:4418(name_scope)
    26181    0.025    0.000    0.089    0.000 numerictypes.py:358(issubdtype)
     1377    0.016    0.000    0.089    0.000 structure.py:67(normalize_element)
     6426    0.012    0.000    0.089    0.000 multi.py:750(levels)
   159974    0.050    0.000    0.088    0.000 <string>:1(__new__)
    79136    0.065    0.000    0.088    0.000 managers.py:1539(__init__)
    11475    0.036    0.000    0.087    0.000 numeric.py:2385(array_equal)
      918    0.004    0.000    0.087    0.000 ops.py:961(result_index)
    52785    0.020    0.000    0.087    0.000 series.py:562(dtype)
    11036    0.012    0.000    0.087    0.000 tpu.py:246(tpu_replicated_input_resolver)
      459    0.001    0.000    0.087    0.000 series.py:1960(mode)
    35856    0.023    0.000    0.087    0.000 common.py:673(is_integer_dtype)
8726/7806    0.004    0.000    0.086    0.000 trace_type_builder.py:111(<genexpr>)
      459    0.018    0.000    0.086    0.000 algorithms.py:931(mode)
    36903    0.022    0.000    0.085    0.000 series.py:1194(_set_as_cached)
      918    0.001    0.000    0.085    0.000 object_array.py:247(_str_get)
      459    0.001    0.000    0.085    0.000 groupby.py:1634(mean)
    59216    0.067    0.000    0.085    0.000 base.py:4537(__contains__)
    24786    0.022    0.000    0.085    0.000 multi.py:970(<genexpr>)
    11495    0.029    0.000    0.084    0.000 op_def_library.py:817(value_to_attr_value)
     4131    0.084    0.000    0.084    0.000 {method 'factorize' of 'pandas._libs.hashtable.StringHashTable' objects}
    21144    0.034    0.000    0.084    0.000 dtypes.py:172(is_compatible_with)
    10120    0.006    0.000    0.083    0.000 ops.py:482(shape)
   322082    0.081    0.000    0.083    0.000 {built-in method __new__ of type object at 0x6d8060}
    55742    0.023    0.000    0.083    0.000 base.py:2130(is_floating)
    46874    0.078    0.000    0.082    0.000 {built-in method tensorflow.python.util._pywrap_utils.Flatten}
     2756    0.001    0.000    0.082    0.000 func_graph.py:133(<listcomp>)
      918    0.001    0.000    0.081    0.000 data_adapter.py:1322(_truncate_execution_to_epoch)
     1837    0.010    0.000    0.081    0.000 func_graph.py:85(encode_arg)
     1380    0.008    0.000    0.080    0.000 function_spec.py:38(from_function_and_signature)
